ID,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
460885,Male,Yes,53,No,Artist,8,Average,3,Cat_6,B
460886,Male,No,37,Yes,Artist,0,Low,1,Cat_6,B
460887,Male,Yes,47,Yes,Entertainment,2,Average,3,Cat_3,B
460888,Male,Yes,42,No,Homemaker,8,Low,1,Cat_6,A
460888,Male,Yes,39,No,Homemaker,8,Low,1,Cat_6,A
460889,Female,Yes,47,Yes,Artist,1,Low,2,Cat_6,B
460890,Male,Yes,47,Yes,Artist,0,Average,4,Cat_3,C
460891,Female,Yes,36,No,Artist,2,Average,4,Cat_3,C
460891,Female,Yes,38,No,Artist,2,Average,4,Cat_3,A
460892,Male,Yes,43,Yes,Engineer,,Average,4,Cat_7,A
460893,Male,No,57,Yes,Entertainment,4,Low,1,,A
460894,Male,Yes,38,No,Executive,5,High,3,Cat_6,A
460895,Female,No,29,Yes,Doctor,9,Low,5,Cat_3,B
460896,Male,No,43,Yes,Artist,0,Low,1,Cat_3,A
460897,Male,No,22,No,Healthcare,4,Low,4,Cat_6,A
460898,Male,Yes,48,No,Artist,3,Average,4,Cat_6,B
460898,Male,Yes,52,No,Artist,2,Average,4,Cat_6,A
460899,Male,No,40,Yes,Entertainment,,Low,3,Cat_6,A
460901,Male,No,22,No,Doctor,8,Low,3,Cat_6,D
460901,Male,No,20,No,Doctor,8,Low,3,Cat_6,A
460902,Male,No,38,Yes,Executive,1,Low,3,Cat_6,A
460902,Male,No,41,Yes,Executive,1,Low,3,Cat_6,A
460903,Male,No,30,No,Doctor,7,Low,3,Cat_6,D
460904,Female,No,35,No,Entertainment,1,Low,1,Cat_6,B
460905,Male,No,30,Yes,Artist,1,Low,1,Cat_3,A
460906,Female,Yes,89,Yes,Lawyer,1,High,3,Cat_6,A
460906,Female,Yes,89,Yes,Lawyer,1,High,3,Cat_6,A
460907,Male,Yes,82,No,Lawyer,1,High,3,Cat_6,A
460907,Male,Yes,83,No,Lawyer,1,High,3,Cat_6,A
460908,Male,No,20,No,Healthcare,7,Low,3,Cat_6,D
460909,Female,No,31,No,Healthcare,,Low,2,Cat_6,D
460910,Male,No,27,Yes,Healthcare,0,Low,2,Cat_6,A
460911,Male,No,25,Yes,Healthcare,1,Low,4,Cat_6,D
460912,Male,No,29,No,Entertainment,1,Low,5,Cat_6,D
460913,Male,,22,No,Healthcare,1,Low,5,Cat_4,D
460914,Female,No,36,Yes,Artist,9,Low,2,Cat_6,C
460915,Male,Yes,40,No,Entertainment,5,Low,4,Cat_3,D
460916,Male,Yes,63,No,Entertainment,1,Average,,Cat_6,B
460918,Female,No,27,Yes,Doctor,14,Low,8,Cat_6,C
460919,Female,No,19,No,Healthcare,0,Low,,Cat_6,D
460920,Male,Yes,79,Yes,Lawyer,1,High,2,Cat_6,C
460921,Male,Yes,45,No,Executive,1,High,3,Cat_6,C
460922,Male,No,30,Yes,Entertainment,1,Low,3,Cat_6,D
460923,Male,Yes,49,Yes,Artist,1,Average,3,Cat_6,C
460923,Male,Yes,53,Yes,Artist,0,Average,3,Cat_6,A
460924,Male,No,28,No,Doctor,1,Low,5,Cat_2,D
460924,Male,No,31,No,Doctor,1,Low,5,Cat_2,A
460925,Male,Yes,42,Yes,Artist,1,Average,3,Cat_6,C
460926,Male,Yes,50,Yes,Artist,1,Average,4,Cat_4,B
460927,Male,Yes,38,Yes,Healthcare,1,High,4,Cat_3,D
460928,Male,Yes,45,Yes,Artist,0,Average,4,Cat_6,B
460928,Male,Yes,48,Yes,Artist,1,Average,4,Cat_6,A
460929,Male,Yes,50,Yes,Artist,0,Average,4,Cat_6,C
460930,Male,No,26,Yes,Artist,10,Low,5,Cat_6,D
460931,Male,Yes,40,Yes,Entertainment,2,Average,5,Cat_6,A
460932,Female,No,32,Yes,Doctor,8,Low,1,Cat_6,D
460933,Female,Yes,76,Yes,Lawyer,0,High,2,Cat_6,A
460934,Female,No,25,No,Doctor,0,Low,2,Cat_6,D
460934,Female,No,29,No,Doctor,0,Low,2,Cat_6,A
460935,Male,Yes,87,Yes,Lawyer,0,Low,1,Cat_6,D
460935,Male,Yes,87,Yes,Lawyer,0,Low,1,Cat_6,A
460936,Male,Yes,70,Yes,Executive,1,High,5,Cat_3,B
460937,Male,Yes,43,No,Artist,1,High,9,Cat_4,B
460938,Male,No,38,Yes,Artist,,Low,1,Cat_6,A
460939,Female,Yes,87,Yes,Lawyer,0,Low,2,Cat_6,B
460940,Male,Yes,73,Yes,Artist,0,Low,1,Cat_6,A
460941,Male,Yes,72,No,Engineer,1,Low,1,Cat_6,A
460943,Male,Yes,50,Yes,Entertainment,1,Average,4,Cat_6,B
460945,Male,No,19,No,Engineer,4,Low,7,Cat_6,A
460946,Male,No,84,No,Artist,0,Low,1,Cat_6,D
460947,Male,Yes,45,Yes,Executive,7,High,5,Cat_6,C
460948,Male,Yes,53,Yes,Engineer,4,Low,3,Cat_3,B
460949,Male,Yes,40,Yes,Doctor,1,Low,5,Cat_6,A
460950,Male,Yes,28,No,Doctor,0,Low,5,Cat_1,D
460951,Female,Yes,55,No,Engineer,1,Average,7,Cat_6,A
460952,Male,Yes,38,No,Doctor,0,Average,5,Cat_6,A
460953,Male,Yes,59,No,Entertainment,1,Low,2,Cat_6,D
460953,Male,Yes,60,No,Entertainment,1,Low,2,Cat_6,A
460955,Male,No,19,No,Healthcare,,Low,5,Cat_4,D
460956,Female,Yes,47,Yes,Artist,1,Average,4,Cat_3,C
460957,Male,Yes,48,Yes,Entertainment,1,Low,,Cat_4,B
460958,Male,No,26,Yes,Healthcare,1,Low,5,Cat_6,D
460959,Female,No,28,No,Artist,5,Low,5,Cat_3,C
460960,Male,Yes,48,Yes,Entertainment,6,Low,2,Cat_7,B
460961,Male,No,20,No,Healthcare,1,Low,2,Cat_3,D
460961,Male,No,23,No,Healthcare,1,Low,2,Cat_3,A
460962,Male,Yes,55,Yes,Executive,9,High,4,Cat_6,C
460962,Male,Yes,61,Yes,Executive,9,High,4,Cat_6,A
460963,Female,No,32,Yes,Artist,0,Low,3,Cat_6,B
460963,Female,No,27,Yes,Artist,1,Low,3,Cat_6,A
460964,Male,Yes,84,No,Lawyer,1,High,2,Cat_6,A
460965,Male,Yes,52,Yes,Artist,1,Average,4,Cat_6,B
460966,Female,Yes,58,Yes,Engineer,1,Average,4,Cat_6,B
460967,Male,No,25,Yes,Entertainment,1,Low,2,Cat_6,A
460968,Male,Yes,30,No,Doctor,11,Average,2,Cat_3,A
460968,Male,Yes,32,No,Doctor,14,Average,2,Cat_3,A
460970,Male,No,21,No,Marketing,1,Low,5,Cat_6,B
460972,Male,Yes,42,Yes,Artist,14,Low,2,Cat_6,A
460973,Male,No,29,No,Entertainment,1,Low,5,Cat_6,D
460974,Male,Yes,79,No,Lawyer,1,Low,1,Cat_6,D
460975,Male,Yes,86,,Lawyer,1,High,2,Cat_6,B
460975,Male,Yes,79,,Lawyer,0,High,2,Cat_6,A
460976,Male,No,20,No,Healthcare,1,Low,4,Cat_6,D
460976,Male,No,19,No,Healthcare,1,Low,4,Cat_6,A
460977,Male,Yes,42,Yes,Executive,0,High,3,Cat_4,A
460978,Female,No,35,Yes,Healthcare,3,Low,6,Cat_2,D
460979,Male,Yes,84,No,Lawyer,1,Low,1,Cat_6,A
460979,Male,Yes,76,No,Lawyer,1,Low,1,Cat_6,A
460980,Male,No,26,No,Entertainment,1,Low,3,Cat_3,D
460981,Female,Yes,42,No,Marketing,0,Average,2,Cat_6,A
460981,Female,Yes,41,No,Marketing,1,Average,2,Cat_6,A
460982,Male,Yes,77,No,Lawyer,1,High,2,Cat_6,A
460983,Male,Yes,38,No,Doctor,0,High,4,Cat_6,D
460984,Male,Yes,38,Yes,Entertainment,0,Average,4,Cat_6,A
460985,Female,Yes,61,Yes,Engineer,0,Average,2,Cat_6,C
460986,Male,No,37,Yes,Doctor,0,Low,3,,A
460987,Male,No,25,Yes,Doctor,8,Low,2,Cat_6,D
460988,Male,Yes,41,Yes,Entertainment,0,Average,3,Cat_4,C
460988,Male,Yes,43,Yes,Entertainment,0,Average,3,Cat_4,A
460989,Male,No,23,No,Healthcare,1,Low,3,Cat_1,D
460989,Male,No,19,No,Healthcare,1,Low,3,Cat_1,A
460990,Male,No,22,No,Healthcare,1,Low,3,Cat_6,D
460991,Female,No,28,Yes,Healthcare,1,Low,3,Cat_7,A
460992,Male,Yes,57,No,Executive,0,High,4,Cat_6,A
460993,Male,Yes,61,Yes,Artist,1,Average,4,Cat_6,C
460993,Male,Yes,56,Yes,Artist,0,Average,4,Cat_6,A
460994,Male,Yes,78,Yes,Lawyer,0,Low,5,Cat_6,A
460995,Female,No,31,Yes,Marketing,0,Low,1,Cat_6,D
460996,Female,No,60,Yes,Engineer,1,Low,1,Cat_6,A
460998,Male,No,27,Yes,,0,Low,3,Cat_3,B
460999,Male,No,26,Yes,Engineer,1,Low,3,Cat_3,D
460999,Male,No,28,Yes,Engineer,0,Low,3,Cat_3,A
461000,Male,Yes,61,No,Marketing,1,High,2,Cat_3,A
461000,Male,Yes,60,No,Marketing,1,High,2,Cat_3,A
461001,Female,No,59,Yes,Artist,0,Low,,Cat_3,B
461001,Female,No,55,Yes,Artist,0,Low,,Cat_3,A
461002,Male,No,42,No,Entertainment,,Low,3,Cat_3,D
461003,Male,No,30,No,Executive,13,Low,4,Cat_3,D
461004,Male,Yes,61,Yes,Artist,1,Average,3,Cat_3,C
461005,Male,No,23,No,Healthcare,0,Low,5,Cat_3,D
461006,Male,,22,No,Healthcare,1,High,,Cat_3,D
461008,Male,No,26,No,Healthcare,1,Low,4,Cat_3,A
461009,Female,No,22,No,Healthcare,6,Low,3,Cat_3,D
461010,Male,Yes,39,Yes,Entertainment,1,Average,3,Cat_3,A
461011,Male,Yes,55,No,Executive,1,High,4,Cat_3,B
461012,Male,No,35,No,Doctor,1,Low,3,Cat_3,D
461014,Male,No,21,No,Healthcare,9,Low,4,Cat_3,D
461015,Male,Yes,40,Yes,Entertainment,1,Average,2,Cat_3,C
461015,Male,Yes,35,Yes,Entertainment,1,Average,2,Cat_3,A
461016,Male,No,32,No,Healthcare,7,Low,5,Cat_3,D
461016,Male,No,25,No,Healthcare,5,Low,5,Cat_3,A
461017,Female,No,40,Yes,Homemaker,13,Low,1,Cat_3,A
461018,Male,No,25,No,Marketing,0,Low,3,Cat_3,A
461019,Male,No,18,No,Healthcare,0,Low,3,Cat_3,D
461020,Female,,20,No,,,High,,Cat_3,D
461021,Female,,58,No,Executive,1,Average,3,Cat_3,B
461022,Male,Yes,69,Yes,Artist,0,Low,1,Cat_3,A
461022,Male,Yes,71,Yes,Artist,1,Low,1,Cat_3,A
461023,Male,Yes,65,No,Lawyer,,High,2,Cat_3,B
461023,Male,Yes,65,No,Lawyer,,High,2,Cat_3,A
461024,Male,Yes,82,Yes,Lawyer,1,Low,1,Cat_6,A
461024,Male,Yes,74,Yes,Lawyer,1,Low,1,Cat_6,A
461025,Male,Yes,38,No,Executive,1,High,4,Cat_6,D
461026,Female,Yes,41,Yes,Artist,7,Average,2,Cat_6,B
461027,Female,,43,No,Engineer,8,Average,5,Cat_4,A
461028,Female,No,21,No,Healthcare,6,Low,4,Cat_4,D
461028,Female,No,20,No,Healthcare,5,Low,4,Cat_4,A
461029,Male,Yes,42,No,Entertainment,8,Low,2,Cat_4,A
461029,Male,Yes,43,No,Entertainment,9,Low,2,Cat_4,A
461030,Female,No,19,No,Healthcare,8,Low,5,Cat_3,D
461031,Male,Yes,59,No,Executive,1,High,2,Cat_6,C
461032,Female,Yes,66,Yes,Lawyer,0,High,3,Cat_6,C
461033,Male,Yes,57,Yes,Doctor,5,Average,2,Cat_6,C
461034,Female,No,23,No,Marketing,2,Low,6,Cat_3,D
461034,Female,No,20,No,Marketing,3,Low,6,Cat_3,A
461035,Male,No,21,No,,7,Low,,Cat_3,D
461036,Female,No,21,No,Healthcare,1,Low,3,Cat_3,D
461037,Male,Yes,40,Yes,Healthcare,,High,5,Cat_3,A
461038,Female,Yes,49,Yes,Engineer,1,High,5,Cat_3,B
461038,Female,Yes,46,Yes,Engineer,0,High,5,Cat_3,A
461039,Female,Yes,27,No,Engineer,1,Average,9,Cat_3,D
461040,Female,Yes,69,No,Lawyer,0,Low,1,Cat_3,D
461041,Female,Yes,72,No,Lawyer,0,High,7,Cat_3,D
461041,Female,Yes,65,No,Lawyer,1,High,7,Cat_3,A
461042,Male,No,19,No,Healthcare,0,Low,,Cat_4,D
461042,Male,No,21,No,Healthcare,0,Low,,Cat_4,A
461043,Male,Yes,49,No,Healthcare,0,Low,7,Cat_4,D
461043,Male,Yes,50,No,Healthcare,1,Low,7,Cat_4,A
461044,Male,No,21,No,Healthcare,1,Low,5,Cat_4,D
461044,Male,No,18,No,Healthcare,0,Low,5,Cat_4,A
461045,Female,No,29,No,Entertainment,0,Low,2,Cat_3,B
461046,Male,Yes,50,Yes,Artist,0,Low,1,Cat_6,B
461047,Female,,18,No,Healthcare,1,Average,3,Cat_7,D
461048,Male,Yes,33,Yes,Doctor,10,Average,2,Cat_2,D
461049,Female,Yes,57,Yes,Doctor,0,Low,7,Cat_7,B
461049,Female,Yes,61,Yes,Doctor,1,Low,7,Cat_7,A
461050,Male,Yes,47,Yes,,1,High,3,Cat_6,B
461050,Male,Yes,49,Yes,,1,High,3,Cat_6,A
461051,Female,Yes,71,Yes,Entertainment,1,Average,2,Cat_6,B
461052,Male,No,22,No,Healthcare,,Low,3,Cat_7,D
461053,Male,Yes,39,No,Executive,,High,4,Cat_3,D
461053,Male,Yes,39,No,Executive,,High,4,Cat_3,A
461054,Female,No,18,No,Marketing,,Low,,Cat_3,D
461055,Female,Yes,52,Yes,Engineer,,Average,3,Cat_3,B
461056,Female,Yes,57,Yes,Artist,0,High,3,Cat_3,C
461057,Male,Yes,46,Yes,Artist,0,High,4,Cat_3,B
461059,Female,Yes,48,No,Lawyer,1,High,2,Cat_6,D
461059,Female,Yes,52,No,Lawyer,1,High,2,Cat_6,A
461060,Male,Yes,59,Yes,Executive,1,High,5,Cat_6,C
461060,Male,Yes,56,Yes,Executive,0,High,5,Cat_6,A
461061,Female,No,38,Yes,Engineer,3,Low,1,Cat_2,B
461062,Female,No,25,No,Executive,1,Low,3,Cat_6,D
461063,Male,Yes,53,No,Lawyer,0,Low,2,Cat_6,D
461064,Male,No,45,Yes,Artist,1,Low,5,Cat_6,C
461065,Male,Yes,61,Yes,Executive,,Low,6,Cat_3,B
461065,Male,Yes,55,Yes,Executive,,Low,6,Cat_3,A
461066,Female,Yes,63,No,Marketing,,Average,3,Cat_3,A
461067,Male,No,21,No,Healthcare,1,Low,3,Cat_3,D
461068,Male,No,46,No,Marketing,1,Low,4,Cat_3,D
461069,Female,No,19,No,Healthcare,,Low,,Cat_3,D
461070,Male,Yes,46,Yes,Doctor,0,Low,3,Cat_3,D
461071,Male,Yes,42,No,Engineer,1,Average,5,Cat_3,A
461073,Female,No,33,No,Entertainment,1,Low,1,Cat_3,A
461074,Male,Yes,25,No,Entertainment,,Average,,Cat_3,D
461075,Male,Yes,33,Yes,Entertainment,,Average,2,Cat_3,B
461076,Male,No,42,Yes,Entertainment,1,Low,8,Cat_3,A
461077,Male,No,39,Yes,Entertainment,1,Low,8,Cat_3,A
461078,Female,No,26,No,Homemaker,0,Low,6,Cat_3,A
461078,Female,No,33,No,Homemaker,0,Low,6,Cat_3,A
461079,Female,No,26,No,Engineer,4,Low,1,Cat_7,A
461081,Female,No,20,No,Healthcare,2,Low,6,Cat_6,D
461082,Male,No,23,No,Healthcare,8,Low,4,Cat_1,D
461082,Male,No,19,No,Healthcare,8,Low,4,Cat_1,A
461084,Female,Yes,38,Yes,Artist,8,Average,2,Cat_6,B
461085,Female,No,31,No,Engineer,1,Low,1,Cat_3,A
461085,Female,No,27,No,Engineer,1,Low,1,Cat_3,A
461086,Male,No,23,No,Healthcare,1,Low,7,Cat_3,D
461087,Female,Yes,29,No,Artist,0,Average,2,Cat_3,A
461088,Male,Yes,49,Yes,Artist,9,Low,1,Cat_3,B
461089,Male,No,20,No,Marketing,0,Low,3,Cat_3,B
461090,Female,Yes,45,Yes,Engineer,1,Low,3,Cat_3,D
461091,Female,Yes,37,Yes,Artist,3,Average,3,Cat_3,B
461092,Female,Yes,29,Yes,Homemaker,0,High,2,Cat_3,A
461093,Female,Yes,38,Yes,Artist,1,Average,4,Cat_3,C
461093,Female,Yes,38,Yes,Artist,1,Average,4,Cat_3,A
461094,Female,No,28,Yes,Healthcare,1,Low,3,Cat_3,D
461095,Female,No,21,No,Healthcare,,Low,3,Cat_3,D
461096,Female,No,33,No,Engineer,9,Low,4,Cat_3,B
461098,Female,Yes,39,Yes,Engineer,1,Low,1,Cat_3,A
461099,Female,No,42,No,Artist,0,Low,4,Cat_3,A
461099,Female,No,38,No,Artist,1,Low,4,Cat_3,A
461100,Female,No,32,Yes,Healthcare,,Low,3,Cat_3,C
461101,Female,Yes,50,Yes,Engineer,4,Average,4,Cat_3,A
461102,Male,Yes,43,No,Entertainment,0,Average,3,Cat_3,A
461103,Female,No,30,No,Engineer,1,Low,5,Cat_3,D
461105,Female,No,49,Yes,Entertainment,0,Low,1,Cat_3,D
461106,Male,No,18,No,Healthcare,1,Low,4,Cat_3,D
461107,Male,No,21,No,Healthcare,0,Low,6,Cat_3,D
461108,Male,No,21,No,Healthcare,1,Low,4,Cat_3,D
461109,Male,No,31,Yes,Healthcare,0,Low,3,Cat_3,D
461110,Male,No,18,No,Healthcare,,Low,3,Cat_3,D
461111,Female,Yes,42,Yes,Doctor,8,Low,1,Cat_6,A
461111,Female,Yes,43,Yes,Doctor,8,Low,1,Cat_6,A
461113,Female,No,23,No,Healthcare,1,Low,4,Cat_3,D
461114,Male,Yes,45,Yes,Artist,1,Average,4,Cat_3,C
461114,Male,Yes,53,Yes,Artist,1,Average,4,Cat_3,A
461115,Female,Yes,32,No,Engineer,5,Low,3,Cat_1,A
461116,Male,Yes,30,No,Executive,4,High,4,Cat_3,D
461116,Male,Yes,33,No,Executive,4,High,4,Cat_3,A
461117,Female,No,30,Yes,Healthcare,0,Low,6,Cat_3,D
461118,Female,No,30,Yes,Healthcare,6,Low,,Cat_3,A
461118,Female,No,30,Yes,Healthcare,7,Low,,Cat_3,A
461119,Female,No,23,No,Healthcare,6,Low,3,Cat_3,D
461119,Female,No,22,No,Healthcare,6,Low,3,Cat_3,A
461120,Male,No,20,No,Healthcare,1,Low,3,Cat_3,D
461121,Male,No,28,No,Doctor,0,Low,4,Cat_3,D
461121,Male,No,33,No,Doctor,0,Low,4,Cat_3,A
461122,Male,Yes,26,No,Entertainment,8,Low,2,Cat_4,D
461123,Male,No,20,No,Healthcare,2,Low,4,Cat_4,D
461124,Male,No,19,No,Healthcare,1,Low,8,Cat_4,D
461124,Male,No,21,No,Healthcare,1,Low,8,Cat_4,A
461125,Male,Yes,51,Yes,Homemaker,1,Low,,Cat_4,A
461126,Female,No,28,Yes,Homemaker,,Low,2,Cat_4,B
461127,Male,No,23,No,Healthcare,1,Low,5,Cat_4,D
461127,Male,No,20,No,Healthcare,1,Low,5,Cat_4,A
461128,Male,No,20,No,Healthcare,7,Low,3,Cat_6,D
461128,Male,No,19,No,Healthcare,7,Low,3,Cat_6,A
461129,Female,Yes,63,Yes,Entertainment,0,Average,4,Cat_6,B
461129,Female,Yes,58,Yes,Entertainment,1,Average,4,Cat_6,A
461131,Male,Yes,68,Yes,Artist,0,High,,Cat_6,A
461131,Male,Yes,67,Yes,Artist,1,High,,Cat_6,A
461132,Male,Yes,68,Yes,Artist,2,Low,1,Cat_6,B
461133,Male,No,23,No,Healthcare,1,Low,4,Cat_6,D
461134,Male,Yes,32,Yes,Doctor,0,Low,3,Cat_6,D
461135,Female,No,19,No,Healthcare,0,Low,3,Cat_6,D
461136,Male,No,59,Yes,Artist,1,Low,1,Cat_6,B
461137,Male,Yes,60,Yes,Entertainment,0,Low,4,Cat_6,A
461138,Male,Yes,63,Yes,Entertainment,1,High,2,Cat_7,B
461139,Female,No,32,Yes,Artist,4,Low,4,Cat_2,A
461140,Female,No,30,No,Homemaker,3,Low,,Cat_3,D
461141,Male,Yes,55,No,Homemaker,2,Low,1,Cat_3,A
461142,Female,No,40,Yes,Engineer,1,Low,3,Cat_3,B
461144,Female,No,23,No,Lawyer,0,Low,6,Cat_3,B
461145,Female,Yes,36,Yes,Entertainment,0,Low,2,Cat_3,A
461145,Female,Yes,36,Yes,Entertainment,1,Low,2,Cat_3,A
461146,Male,Yes,56,Yes,Entertainment,0,Low,2,Cat_3,C
461147,Male,Yes,33,Yes,Artist,2,Low,,Cat_3,C
461148,Male,,37,Yes,Artist,1,Average,3,Cat_3,A
461149,Female,No,23,No,Healthcare,0,Low,3,Cat_3,D
461150,Female,,20,No,Marketing,0,High,2,Cat_3,A
461151,Male,No,32,Yes,Artist,0,Low,3,Cat_3,D
461152,Female,No,30,No,Homemaker,8,Low,,Cat_3,A
461153,Female,Yes,32,Yes,Artist,,High,3,Cat_3,A
461154,Male,No,21,No,Homemaker,0,Low,4,Cat_3,A
461154,Male,No,23,No,Homemaker,1,Low,4,Cat_3,A
461155,Female,Yes,51,Yes,Artist,3,Low,2,Cat_3,B
461156,Male,No,22,No,Marketing,3,Low,6,Cat_3,D
461157,Male,No,37,No,Healthcare,0,Low,5,Cat_3,A
461158,Female,No,42,Yes,Entertainment,1,Low,,Cat_3,A
461160,Male,Yes,49,Yes,Artist,1,Low,2,Cat_3,A
461161,Male,No,48,Yes,Entertainment,1,Low,2,Cat_3,A
461162,Female,No,41,No,Marketing,9,Low,3,Cat_3,B
461162,Female,No,37,No,Marketing,8,Low,3,Cat_3,A
461163,Female,Yes,60,No,Entertainment,9,Low,4,Cat_3,B
461163,Female,Yes,58,No,Entertainment,9,Low,4,Cat_3,A
461164,Female,No,39,Yes,Doctor,9,Low,1,Cat_3,B
461165,Male,Yes,28,No,Artist,1,Average,2,Cat_3,A
461166,Female,Yes,41,Yes,Entertainment,5,High,,Cat_3,D
461167,Male,Yes,29,Yes,Marketing,1,High,2,Cat_3,A
461168,Female,Yes,29,No,Engineer,5,Average,2,Cat_3,A
461168,Female,Yes,26,No,Engineer,7,Average,2,Cat_3,A
461169,Male,No,39,Yes,Entertainment,9,Low,2,Cat_3,D
461169,Male,No,39,Yes,Entertainment,9,Low,2,Cat_3,A
461170,Female,No,40,No,Engineer,0,Low,3,Cat_3,A
461171,Male,Yes,41,Yes,Artist,,Average,3,Cat_3,A
461172,Female,Yes,71,Yes,Lawyer,1,Low,1,Cat_3,A
461173,Male,Yes,45,Yes,Artist,1,Low,4,Cat_3,B
461174,Female,No,23,No,Marketing,,Low,4,Cat_3,B
461174,Female,No,23,No,Marketing,,Low,4,Cat_3,A
461175,Male,Yes,57,Yes,Healthcare,1,Low,3,Cat_6,B
461176,Female,Yes,66,No,Engineer,6,Average,4,Cat_5,B
461177,Male,Yes,36,No,Executive,8,Average,4,Cat_1,B
461177,Male,Yes,41,No,Executive,8,Average,4,Cat_1,A
461178,Male,Yes,33,No,Entertainment,1,Low,3,Cat_3,D
461178,Male,Yes,26,No,Entertainment,0,Low,3,Cat_3,A
461179,Female,Yes,25,No,Engineer,3,Low,3,Cat_3,A
461180,Male,No,28,No,Entertainment,0,Low,3,Cat_3,D
461181,Male,No,21,No,Healthcare,,Low,4,Cat_3,D
461181,Male,No,19,No,Healthcare,,Low,4,Cat_3,A
461182,Male,No,18,No,Healthcare,,Low,,Cat_3,D
461183,Male,No,36,No,Executive,0,Low,5,Cat_3,A
461184,Male,No,19,No,Healthcare,,Low,4,Cat_3,D
461185,Female,No,22,No,Healthcare,,Low,4,Cat_3,D
461186,Female,No,18,No,Healthcare,,Low,3,Cat_3,D
461187,Male,No,29,No,Healthcare,9,Low,4,Cat_3,D
461187,Male,No,29,No,Healthcare,9,Low,4,Cat_3,A
461189,Male,Yes,87,No,Lawyer,,Low,1,Cat_3,B
461190,Female,No,31,No,Engineer,0,Low,2,Cat_6,D
461191,Female,Yes,45,Yes,Marketing,8,Low,4,Cat_6,D
461192,Female,Yes,46,Yes,Artist,,High,,Cat_6,C
461193,Female,No,41,Yes,Marketing,1,Low,1,Cat_6,D
461194,Female,No,33,No,Doctor,1,Low,8,Cat_4,C
461195,Male,No,18,No,Healthcare,0,Low,2,Cat_4,D
461196,Female,Yes,42,Yes,Engineer,8,Low,2,Cat_3,D
461197,Male,No,28,No,Marketing,0,Low,1,Cat_3,D
461197,Male,No,26,No,Marketing,1,Low,1,Cat_3,A
461198,Female,No,89,Yes,Lawyer,,Low,1,Cat_6,D
461198,Female,No,78,Yes,Lawyer,,Low,1,Cat_6,A
461199,Female,No,85,Yes,Homemaker,4,Low,1,Cat_6,D
461200,Female,No,33,Yes,Doctor,0,Low,5,Cat_6,C
461201,Female,No,59,Yes,Artist,,Low,1,Cat_6,C
461201,Female,No,55,Yes,Artist,,Low,1,Cat_6,A
461202,Male,No,33,Yes,Healthcare,,Low,4,Cat_6,C
461203,Female,Yes,26,No,Lawyer,0,Low,9,Cat_7,C
461204,Female,Yes,86,Yes,Artist,,Low,4,,D
461205,Male,No,27,Yes,Healthcare,,Low,3,Cat_2,D
461205,Male,No,26,Yes,Healthcare,,Low,3,Cat_2,A
461206,Male,No,28,Yes,Healthcare,9,Low,1,Cat_6,D
461207,Female,No,60,Yes,Artist,6,Low,1,Cat_6,B
461208,Female,No,32,Yes,Homemaker,5,Low,1,Cat_6,D
461209,Female,No,31,No,Healthcare,9,Low,1,Cat_6,D
461210,Female,No,38,Yes,Healthcare,0,Low,4,Cat_6,A
461211,Female,No,53,Yes,Entertainment,0,Low,1,Cat_6,A
461211,Female,No,46,Yes,Entertainment,0,Low,1,Cat_6,A
461212,Female,No,30,No,Homemaker,10,Low,6,Cat_6,D
461213,Female,No,31,Yes,Healthcare,1,Low,4,Cat_6,A
461214,Male,No,29,No,Healthcare,0,Low,4,Cat_6,A
461215,Female,No,36,Yes,Artist,13,Low,1,Cat_6,D
461215,Female,No,36,Yes,Artist,10,Low,1,Cat_6,A
461216,Female,No,43,No,,,Low,,Cat_6,A
461217,Female,No,33,Yes,Engineer,1,Low,5,Cat_6,D
461218,Male,Yes,27,No,Executive,0,Low,6,Cat_6,D
461218,Male,Yes,27,No,Executive,1,Low,6,Cat_6,A
461219,Female,No,28,Yes,Healthcare,8,Low,3,Cat_6,D
461220,Female,No,26,No,Executive,8,Low,3,Cat_6,D
461220,Female,No,29,No,Executive,8,Low,3,Cat_6,A
461221,Female,No,30,No,Marketing,1,Low,4,Cat_6,B
461221,Female,No,25,No,Marketing,1,Low,4,Cat_6,A
461222,Female,No,48,Yes,Artist,1,Low,1,Cat_7,D
461224,Female,Yes,33,Yes,Doctor,8,High,2,Cat_6,D
461225,Female,No,32,No,Marketing,11,Low,6,Cat_6,D
461225,Female,No,30,No,Marketing,10,Low,6,Cat_6,A
461226,Male,Yes,51,Yes,,1,Low,2,Cat_6,D
461226,Male,Yes,45,Yes,,1,Low,2,Cat_6,A
461227,Male,No,21,No,Healthcare,0,Low,4,Cat_6,D
461228,Male,Yes,26,No,Doctor,9,Low,6,Cat_6,D
461229,Female,Yes,28,Yes,Healthcare,0,Average,2,Cat_6,A
461230,Female,No,19,No,Executive,0,Low,,Cat_3,D
461230,Female,No,21,No,Executive,0,Low,,Cat_3,A
461231,Male,Yes,52,Yes,Artist,2,High,1,Cat_4,D
461232,Female,Yes,36,Yes,Executive,,High,,Cat_3,A
461232,Female,Yes,41,Yes,Executive,,High,,Cat_3,A
461233,Male,Yes,37,Yes,Entertainment,,Low,,Cat_3,D
461233,Male,Yes,38,Yes,Entertainment,,Low,,Cat_3,A
